Comment,clean_text,lower_text,normalized_text,stopwords_text,tokenized_text,stemmed_text,label,polarity_score,polarity
Rakyat sedang sekarat akibat kebutuhan pokok merangkak naik terus daya beli masyarakat lesu rakyat tidak membutuhkan makan gratis susu gratis tapi rakyat membutuhkan PERUBAHAN disegala bidang pendidikan murah ekonomi bergerak maju sehingga daya beli masyarakat ikut bergerak maju,Rakyat sedang sekarat akibat kebutuhan pokok merangkak naik terus daya beli masyarakat lesu rakyat tidak membutuhkan makan gratis susu gratis tapi rakyat membutuhkan PERUBAHAN disegala bidang pendidikan murah ekonomi bergerak maju sehingga daya beli masyarakat ikut bergerak maju,rakyat sedang sekarat akibat kebutuhan pokok merangkak naik terus daya beli masyarakat lesu rakyat tidak membutuhkan makan gratis susu gratis tapi rakyat membutuhkan perubahan disegala bidang pendidikan murah ekonomi bergerak maju sehingga daya beli masyarakat ikut bergerak maju,rakyat sedang sekarat akibat kebutuhan pokok merangkak naik terus daya beli masyarakat lesu rakyat tidak membutuhkan makan gratis susu gratis tapi rakyat membutuhkan perubahan disegala bidang pendidikan murah ekonomi bergerak maju sehingga daya beli masyarakat ikut bergerak maju,rakyat sedang sekarat akibat kebutuhan pokok merangkak naik terus daya beli masyarakat lesu rakyat tidak membutuhkan makan gratis susu gratis tapi rakyat membutuhkan perubahan disegala bidang pendidikan murah ekonomi bergerak maju sehingga daya beli masyarakat ikut bergerak maju,"['rakyat', 'sedang', 'sekarat', 'akibat', 'kebutuhan', 'pokok', 'merangkak', 'naik', 'terus', 'daya', 'beli', 'masyarakat', 'lesu', 'rakyat', 'tidak', 'membutuhkan', 'makan', 'gratis', 'susu', 'gratis', 'tapi', 'rakyat', 'membutuhkan', 'perubahan', 'disegala', 'bidang', 'pendidikan', 'murah', 'ekonomi', 'bergerak', 'maju', 'sehingga', 'daya', 'beli', 'masyarakat', 'ikut', 'bergerak', 'maju']","['rakyat', 'sedang', 'sekarat', 'akibat', 'butuh', 'pokok', 'rangkak', 'naik', 'terus', 'daya', 'beli', 'masyarakat', 'lesu', 'rakyat', 'tidak', 'butuh', 'makan', 'gratis', 'susu', 'gratis', 'tapi', 'rakyat', 'butuh', 'ubah', 'segala', 'bidang', 'didik', 'murah', 'ekonomi', 'gerak', 'maju', 'sehingga', 'daya', 'beli', 'masyarakat', 'ikut', 'gerak', 'maju']","['rakyat', 'sedang', 'sekarat', 'akibat', 'butuh', 'pokok', 'rangkak', 'naik', 'terus', 'daya', 'beli', 'masyarakat', 'lesu', 'rakyat', 'tidak', 'butuh', 'makan', 'gratis', 'susu', 'gratis', 'tapi', 'rakyat', 'butuh', 'ubah', 'segala', 'bidang', 'didik', 'murah', 'ekonomi', 'gerak', 'maju', 'sehingga', 'daya', 'beli', 'masyarakat', 'ikut', 'gerak', 'maju']",-25,0
"Bisa. Asal semua 1 suara buat Indonesia maju. Kalo dikit2 korupsi gmn bisa maju. Ditambah perbanyak dana riset teknologi dan permudah utk ijin produksinya,karena teknologi kita impor semua",Bisa Asal semua 1 suara buat Indonesia maju Kalo dikit2 korupsi gmn bisa maju Ditambah perbanyak dana riset teknologi dan permudah utk ijin produksinyakarena teknologi kita impor semua,bisa asal semua 1 suara buat indonesia maju kalo dikit2 korupsi gmn bisa maju ditambah perbanyak dana riset teknologi dan permudah utk ijin produksinyakarena teknologi kita impor semua,bisa asal semua 1 suara buat indonesia maju kalo dikit2 korupsi gmn bisa maju ditambah perbanyak dana riset teknologi dan permudah untuk ijin produksinyakarena teknologi kita impor semua,bisa asal semua 1 suara buat indonesia maju kalo dikit2 korupsi gmn bisa maju ditambah perbanyak dana riset teknologi permudah ijin produksinyakarena teknologi kita impor semua,"['bisa', 'asal', 'semua', '1', 'suara', 'buat', 'indonesia', 'maju', 'kalo', 'dikit2', 'korupsi', 'gmn', 'bisa', 'maju', 'ditambah', 'perbanyak', 'dana', 'riset', 'teknologi', 'permudah', 'ijin', 'produksinyakarena', 'teknologi', 'kita', 'impor', 'semua']","['bisa', 'asal', 'semua', '1', 'suara', 'buat', 'indonesia', 'maju', 'kalo', 'dikit2', 'korupsi', 'gmn', 'bisa', 'maju', 'tambah', 'banyak', 'dana', 'riset', 'teknologi', 'mudah', 'ijin', 'produksinyakarena', 'teknologi', 'kita', 'impor', 'semua']","['bisa', 'asal', 'semua', '1', 'suara', 'buat', 'indonesia', 'maju', 'kalo', 'dikit2', 'korupsi', 'gmn', 'bisa', 'maju', 'tambah', 'banyak', 'dana', 'riset', 'teknologi', 'mudah', 'ijin', 'produksinyakarena', 'teknologi', 'kita', 'impor', 'semua']",2,1
"Gimana mau indonesia emas, kritik pemerintah dikatain pendukung abah, golongan gak terima kekalahan. Emang aneh negara konoha ini, spread hoax di tiktok dipuja2 giliran dibnerin diserang.",Gimana mau indonesia emas kritik pemerintah dikatain pendukung abah golongan gak terima kekalahan Emang aneh negara konoha ini spread hoax di tiktok dipuja2 giliran dibnerin diserang,gimana mau indonesia emas kritik pemerintah dikatain pendukung abah golongan gak terima kekalahan emang aneh negara konoha ini spread hoax di tiktok dipuja2 giliran dibnerin diserang,gimana mau indonesia emas kritik pemerintah dikatain pendukung abah golongan tidak terima kekalahan emang aneh negara konoha ini spread hoax di tiktok dipuja2 giliran dibnerin diserang,gimana mau indonesia emas kritik pemerintah dikatain pendukung abah golongan tidak terima kekalahan emang aneh negara konoha ini spread hoax tiktok dipuja2 giliran dibnerin diserang,"['gimana', 'mau', 'indonesia', 'emas', 'kritik', 'pemerintah', 'dikatain', 'pendukung', 'abah', 'golongan', 'tidak', 'terima', 'kekalahan', 'emang', 'aneh', 'negara', 'konoha', 'ini', 'spread', 'hoax', 'tiktok', 'dipuja2', 'giliran', 'dibnerin', 'diserang']","['gimana', 'mau', 'indonesia', 'emas', 'kritik', 'perintah', 'dikatain', 'dukung', 'abah', 'golong', 'tidak', 'terima', 'kalah', 'emang', 'aneh', 'negara', 'konoha', 'ini', 'spread', 'hoax', 'tiktok', 'dipuja2', 'gilir', 'dibnerin', 'serang']","['gimana', 'mau', 'indonesia', 'emas', 'kritik', 'perintah', 'dikatain', 'dukung', 'abah', 'golong', 'tidak', 'terima', 'kalah', 'emang', 'aneh', 'negara', 'konoha', 'ini', 'spread', 'hoax', 'tiktok', 'dipuja2', 'gilir', 'dibnerin', 'serang']",-13,0
Yang pake kacamata lebih cerdas n lebih waras,Yang pake kacamata lebih cerdas n lebih waras,yang pake kacamata lebih cerdas n lebih waras,yang pake kacamata lebih cerdas dan lebih waras,pake kacamata lebih cerdas lebih waras,"['pake', 'kacamata', 'lebih', 'cerdas', 'lebih', 'waras']","['pake', 'kacamata', 'lebih', 'cerdas', 'lebih', 'waras']","['pake', 'kacamata', 'lebih', 'cerdas', 'lebih', 'waras']",1,1
Prabowo gibran yg terbaik,Prabowo gibran yg terbaik,prabowo gibran yg terbaik,prabowo gibran yang terbaik,prabowo gibran terbaik,"['prabowo', 'gibran', 'terbaik']","['prabowo', 'gibran', 'baik']","['prabowo', 'gibran', 'baik']",2,1
Saya rasa indonesia mengalami kemunduran,Saya rasa indonesia mengalami kemunduran,saya rasa indonesia mengalami kemunduran,saya rasa indonesia mengalami kemunduran,saya rasa indonesia mengalami kemunduran,"['saya', 'rasa', 'indonesia', 'mengalami', 'kemunduran']","['saya', 'rasa', 'indonesia', 'alami', 'mundur']","['saya', 'rasa', 'indonesia', 'alami', 'mundur']",-8,0
bagus tell this bald man fakta lapangannya. indonesia emas 2045 BERAKKKKK,bagus tell this bald man fakta lapangannya indonesia emas 2045 BERAKKKKK,bagus tell this bald man fakta lapangannya indonesia emas 2045 berakkkkk,bagus tell this bald man fakta lapangannya indonesia emas 2045 berakkkkk,bagus tell this bald man fakta lapangannya indonesia emas 2045 berakkkkk,"['bagus', 'tell', 'this', 'bald', 'man', 'fakta', 'lapangannya', 'indonesia', 'emas', '2045', 'berakkkkk']","['bagus', 'tell', 'this', 'bald', 'man', 'fakta', 'lapang', 'indonesia', 'emas', '2045', 'berakkkkk']","['bagus', 'tell', 'this', 'bald', 'man', 'fakta', 'lapang', 'indonesia', 'emas', '2045', 'berakkkkk']",-3,0
"It's just a prediction, everything can be happen. Nobody know about future.",Its just a prediction everything can be happen Nobody know about future,its just a prediction everything can be happen nobody know about future,its just a prediction everything can be happen nobody know about future,its just a prediction everything can be happen nobody know about future,"['its', 'just', 'a', 'prediction', 'everything', 'can', 'be', 'happen', 'nobody', 'know', 'about', 'future']","['its', 'just', 'a', 'prediction', 'everything', 'can', 'be', 'happen', 'nobody', 'know', 'about', 'future']","['its', 'just', 'a', 'prediction', 'everything', 'can', 'be', 'happen', 'nobody', 'know', 'about', 'future']",0,1
gw jg gak percaya indonesia bisa emas 2045.,gw jg gak percaya indonesia bisa emas 2045,gw jg gak percaya indonesia bisa emas 2045,saya juga tidak percaya indonesia bisa emas 2045,saya juga tidak percaya indonesia bisa emas 2045,"['saya', 'juga', 'tidak', 'percaya', 'indonesia', 'bisa', 'emas', '2045']","['saya', 'juga', 'tidak', 'percaya', 'indonesia', 'bisa', 'emas', '2045']","['saya', 'juga', 'tidak', 'percaya', 'indonesia', 'bisa', 'emas', '2045']",-6,0
Dayyyeemmm 🔥🔥🔥🔥,Dayyyeemmm,dayyyeemmm,dayyyeemmm,dayyyeemmm,['dayyyeemmm'],['dayyyeemmm'],['dayyyeemmm'],0,1
emasnya bukan buat kalian ya buat gw lah ente mah gw miskinkan ajalah biar bodo terus dan bisa gw atur.,emasnya bukan buat kalian ya buat gw lah ente mah gw miskinkan ajalah biar bodo terus dan bisa gw atur,emasnya bukan buat kalian ya buat gw lah ente mah gw miskinkan ajalah biar bodo terus dan bisa gw atur,emasnya bukan buat kalian ya buat saya lah ente mah saya miskinkan ajalah biar bodo terus dan bisa saya atur,emasnya bukan buat kalian buat saya lah ente mah saya miskinkan ajalah biar bodo terus bisa saya atur,"['emasnya', 'bukan', 'buat', 'kalian', 'buat', 'saya', 'lah', 'ente', 'mah', 'saya', 'miskinkan', 'ajalah', 'biar', 'bodo', 'terus', 'bisa', 'saya', 'atur']","['emas', 'bukan', 'buat', 'kalian', 'buat', 'saya', 'lah', 'ente', 'mah', 'saya', 'miskin', 'aja', 'biar', 'bodo', 'terus', 'bisa', 'saya', 'atur']","['emas', 'bukan', 'buat', 'kalian', 'buat', 'saya', 'lah', 'ente', 'mah', 'saya', 'miskin', 'aja', 'biar', 'bodo', 'terus', 'bisa', 'saya', 'atur']",-21,0
"Gimana mau productive klo rata” org indo mau jd youtuber, tiktoker etc? 🤡",Gimana mau productive klo rata org indo mau jd youtuber tiktoker etc,gimana mau productive klo rata org indo mau jd youtuber tiktoker etc,gimana mau productive kalau rata orang indo mau jadi youtuber tiktoker etc,gimana mau productive kalau rata orang indo mau jadi youtuber tiktoker etc,"['gimana', 'mau', 'productive', 'kalau', 'rata', 'orang', 'indo', 'mau', 'jadi', 'youtuber', 'tiktoker', 'etc']","['gimana', 'mau', 'productive', 'kalau', 'rata', 'orang', 'indo', 'mau', 'jadi', 'youtuber', 'tiktoker', 'etc']","['gimana', 'mau', 'productive', 'kalau', 'rata', 'orang', 'indo', 'mau', 'jadi', 'youtuber', 'tiktoker', 'etc']",0,1
"Betul,aku si percaya",Betulaku si percaya,betulaku si percaya,betulaku si percaya,betulaku si percaya,"['betulaku', 'si', 'percaya']","['betulaku', 'si', 'percaya']","['betulaku', 'si', 'percaya']",2,1
taun emas gibran ya wi,taun emas gibran ya wi,taun emas gibran ya wi,taun emas gibran ya wi,taun emas gibran wi,"['taun', 'emas', 'gibran', 'wi']","['taun', 'emas', 'gibran', 'wi']","['taun', 'emas', 'gibran', 'wi']",-5,0
Empat titik kosong,Empat titik kosong,empat titik kosong,empat titik kosong,empat titik kosong,"['empat', 'titik', 'kosong']","['empat', 'titik', 'kosong']","['empat', 'titik', 'kosong']",-7,0
"Lhu kerja trus dapet gaji, pas lhu mau beli mobil, malah di marahin bos. Masuk akal gk.?",Lhu kerja trus dapet gaji pas lhu mau beli mobil malah di marahin bos Masuk akal gk,lhu kerja trus dapet gaji pas lhu mau beli mobil malah di marahin bos masuk akal gk,lhu kerja trus dapet gaji pas lhu mau beli mobil malah di marahin bos masuk akal tidak,lhu kerja trus dapet gaji lhu mau beli mobil malah marahin bos masuk akal tidak,"['lhu', 'kerja', 'trus', 'dapet', 'gaji', 'lhu', 'mau', 'beli', 'mobil', 'malah', 'marahin', 'bos', 'masuk', 'akal', 'tidak']","['lhu', 'kerja', 'trus', 'dapet', 'gaji', 'lhu', 'mau', 'beli', 'mobil', 'malah', 'marahin', 'bos', 'masuk', 'akal', 'tidak']","['lhu', 'kerja', 'trus', 'dapet', 'gaji', 'lhu', 'mau', 'beli', 'mobil', 'malah', 'marahin', 'bos', 'masuk', 'akal', 'tidak']",-1,0
Mantap :D,Mantap D,mantap d,mantap d,mantap d,"['mantap', 'd']","['mantap', 'd']","['mantap', 'd']",5,1
Insyaallah bisa dan aku pemimpin nya pada saat itu,Insyaallah bisa dan aku pemimpin nya pada saat itu,insyaallah bisa dan aku pemimpin nya pada saat itu,insyaallah bisa dan aku pemimpin nya pada saat itu,insyaallah bisa aku pemimpin saat itu,"['insyaallah', 'bisa', 'aku', 'pemimpin', 'saat', 'itu']","['insyaallah', 'bisa', 'aku', 'pimpin', 'saat', 'itu']","['insyaallah', 'bisa', 'aku', 'pimpin', 'saat', 'itu']",1,1
"Lebih percaya ""Cemas"" 🗿",Lebih percaya Cemas,lebih percaya cemas,lebih percaya cemas,lebih percaya cemas,"['lebih', 'percaya', 'cemas']","['lebih', 'percaya', 'cemas']","['lebih', 'percaya', 'cemas']",0,1
Sbg kaum Melenial keren....sangat pcy 1 Abad terujud th EMAS...asal ksh wkt 15 th pak ANIS dan Cak IMIN....ayo melenial genjot 2024 utk AMIN❤,Sbg kaum Melenial kerensangat pcy 1 Abad terujud th EMASasal ksh wkt 15 th pak ANIS dan Cak IMINayo melenial genjot 2024 utk AMIN,sbg kaum melenial kerensangat pcy 1 abad terujud th emasasal ksh wkt 15 th pak anis dan cak iminayo melenial genjot 2024 utk amin,sbg kaum melenial kerensangat pcy 1 abad terujud th emasasal ksh wkt 15 th pak anis dan cak iminayo melenial genjot 2024 untuk amin,sbg kaum melenial kerensangat pcy 1 abad terujud th emasasal ksh wkt 15 th pak anis cak iminayo melenial genjot 2024 amin,"['sbg', 'kaum', 'melenial', 'kerensangat', 'pcy', '1', 'abad', 'terujud', 'th', 'emasasal', 'ksh', 'wkt', '15', 'th', 'pak', 'anis', 'cak', 'iminayo', 'melenial', 'genjot', '2024', 'amin']","['sbg', 'kaum', 'melenial', 'kerensangat', 'pcy', '1', 'abad', 'ujud', 'th', 'emasasal', 'ksh', 'wkt', '15', 'th', 'pak', 'anis', 'cak', 'iminayo', 'melenial', 'genjot', '2024', 'amin']","['sbg', 'kaum', 'melenial', 'kerensangat', 'pcy', '1', 'abad', 'ujud', 'th', 'emasasal', 'ksh', 'wkt', '15', 'th', 'pak', 'anis', 'cak', 'iminayo', 'melenial', 'genjot', '2024', 'amin']",0,1
"mungkin bisa,  tp kalo pola pikirnya manusia gitu2 ajh dan gak ada ke inginan untuk lebih maju,, ya  🎉🎉🎉🎉",mungkin bisa tp kalo pola pikirnya manusia gitu2 ajh dan gak ada ke inginan untuk lebih maju ya,mungkin bisa tp kalo pola pikirnya manusia gitu2 ajh dan gak ada ke inginan untuk lebih maju ya,mungkin bisa tapi kalo pola pikirnya manusia gitu2 ajh dan tidak ada ke inginan untuk lebih maju ya,mungkin bisa tapi kalo pola pikirnya manusia gitu2 ajh tidak ada inginan lebih maju,"['mungkin', 'bisa', 'tapi', 'kalo', 'pola', 'pikirnya', 'manusia', 'gitu2', 'ajh', 'tidak', 'ada', 'inginan', 'lebih', 'maju']","['mungkin', 'bisa', 'tapi', 'kalo', 'pola', 'pikir', 'manusia', 'gitu2', 'ajh', 'tidak', 'ada', 'ingin', 'lebih', 'maju']","['mungkin', 'bisa', 'tapi', 'kalo', 'pola', 'pikir', 'manusia', 'gitu2', 'ajh', 'tidak', 'ada', 'ingin', 'lebih', 'maju']",1,1
Udah bang lu mending urusin boxing aja untuk urusan ekonomi ama pendidikan bisa bang raymond,Udah bang lu mending urusin boxing aja untuk urusan ekonomi ama pendidikan bisa bang raymond,udah bang lu mending urusin boxing aja untuk urusan ekonomi ama pendidikan bisa bang raymond,udah bang lu mending urusin boxing saja untuk urusan ekonomi ama pendidikan bisa bang raymond,udah bang lu mending urusin boxing saja urusan ekonomi ama pendidikan bisa bang raymond,"['udah', 'bang', 'lu', 'mending', 'urusin', 'boxing', 'saja', 'urusan', 'ekonomi', 'ama', 'pendidikan', 'bisa', 'bang', 'raymond']","['udah', 'bang', 'lu', 'mending', 'urusin', 'boxing', 'saja', 'urus', 'ekonomi', 'ama', 'didik', 'bisa', 'bang', 'raymond']","['udah', 'bang', 'lu', 'mending', 'urusin', 'boxing', 'saja', 'urus', 'ekonomi', 'ama', 'didik', 'bisa', 'bang', 'raymond']",-4,0
Sebelum tahun 2045 gua yakin Indonesia udah jadi negara majuu,Sebelum tahun 2045 gua yakin Indonesia udah jadi negara majuu,sebelum tahun 2045 gua yakin indonesia udah jadi negara majuu,sebelum tahun 2045 gua yakin indonesia udah jadi negara majuu,sebelum tahun 2045 gua yakin indonesia udah jadi negara majuu,"['sebelum', 'tahun', '2045', 'gua', 'yakin', 'indonesia', 'udah', 'jadi', 'negara', 'majuu']","['belum', 'tahun', '2045', 'gua', 'yakin', 'indonesia', 'udah', 'jadi', 'negara', 'majuu']","['belum', 'tahun', '2045', 'gua', 'yakin', 'indonesia', 'udah', 'jadi', 'negara', 'majuu']",-1,0
"Baru bangun bbrp infrastruktr sj  sdh krsumbar mau mendj negara maju dlm 20 thn yad, msh byk faktur yg hrs dihadapi😅",Baru bangun bbrp infrastruktr sj sdh krsumbar mau mendj negara maju dlm 20 thn yad msh byk faktur yg hrs dihadapi,baru bangun bbrp infrastruktr sj sdh krsumbar mau mendj negara maju dlm 20 thn yad msh byk faktur yg hrs dihadapi,baru bangun beberapa infrastruktr sj sudah krsumbar mau mendj negara maju dalam 20 thn yad msh banyak faktur yang hrs dihadapi,baru bangun beberapa infrastruktr sj sudah krsumbar mau mendj negara maju dalam 20 thn yad msh banyak faktur hrs dihadapi,"['baru', 'bangun', 'beberapa', 'infrastruktr', 'sj', 'sudah', 'krsumbar', 'mau', 'mendj', 'negara', 'maju', 'dalam', '20', 'thn', 'yad', 'msh', 'banyak', 'faktur', 'hrs', 'dihadapi']","['baru', 'bangun', 'beberapa', 'infrastruktr', 'sj', 'sudah', 'krsumbar', 'mau', 'mendj', 'negara', 'maju', 'dalam', '20', 'thn', 'yad', 'msh', 'banyak', 'faktur', 'hrs', 'hadap']","['baru', 'bangun', 'beberapa', 'infrastruktr', 'sj', 'sudah', 'krsumbar', 'mau', 'mendj', 'negara', 'maju', 'dalam', '20', 'thn', 'yad', 'msh', 'banyak', 'faktur', 'hrs', 'hadap']",8,1
"PaDe pernah bilang mau tidak mau kita harus berdampingan dengan Corona ,, saat itu banyak yg mencemooh, dan saat ini kita semua tau Corona masih ada , tp kita  tidak lagi bersembunyi , kita tetap beraktifitas , kita tetap berjuang mencari rezeki tentunya dengan protokol kesehatan .. Indonesia bukan bangsa penakut.. ayo kita bangkit , gerakkan semua mesin ekonomi, gerakan semua upaya untuk kemajuan bangsa .. untuk Indonesia lebih baik.. 💪💪",PaDe pernah bilang mau tidak mau kita harus berdampingan dengan Corona saat itu banyak yg mencemooh dan saat ini kita semua tau Corona masih ada tp kita tidak lagi bersembunyi kita tetap beraktifitas kita tetap berjuang mencari rezeki tentunya dengan protokol kesehatan Indonesia bukan bangsa penakut ayo kita bangkit gerakkan semua mesin ekonomi gerakan semua upaya untuk kemajuan bangsa untuk Indonesia lebih baik,pade pernah bilang mau tidak mau kita harus berdampingan dengan corona saat itu banyak yg mencemooh dan saat ini kita semua tau corona masih ada tp kita tidak lagi bersembunyi kita tetap beraktifitas kita tetap berjuang mencari rezeki tentunya dengan protokol kesehatan indonesia bukan bangsa penakut ayo kita bangkit gerakkan semua mesin ekonomi gerakan semua upaya untuk kemajuan bangsa untuk indonesia lebih baik,pade pernah bilang mau tidak mau kita harus berdampingan dengan corona saat itu banyak yang mencemooh dan saat ini kita semua tau corona masih ada tapi kita tidak lagi bersembunyi kita tetap beraktifitas kita tetap berjuang mencari rezeki tentunya dengan protokol kesehatan indonesia bukan bangsa penakut ayo kita bangkit gerakkan semua mesin ekonomi gerakan semua upaya untuk kemajuan bangsa untuk indonesia lebih baik,pade pernah bilang mau tidak mau kita harus berdampingan corona saat itu banyak mencemooh saat ini kita semua tau corona masih ada tapi kita tidak lagi bersembunyi kita tetap beraktifitas kita tetap berjuang mencari rezeki tentunya protokol kesehatan indonesia bukan bangsa penakut ayo kita bangkit gerakkan semua mesin ekonomi gerakan semua upaya kemajuan bangsa indonesia lebih baik,"['pade', 'pernah', 'bilang', 'mau', 'tidak', 'mau', 'kita', 'harus', 'berdampingan', 'corona', 'saat', 'itu', 'banyak', 'mencemooh', 'saat', 'ini', 'kita', 'semua', 'tau', 'corona', 'masih', 'ada', 'tapi', 'kita', 'tidak', 'lagi', 'bersembunyi', 'kita', 'tetap', 'beraktifitas', 'kita', 'tetap', 'berjuang', 'mencari', 'rezeki', 'tentunya', 'protokol', 'kesehatan', 'indonesia', 'bukan', 'bangsa', 'penakut', 'ayo', 'kita', 'bangkit', 'gerakkan', 'semua', 'mesin', 'ekonomi', 'gerakan', 'semua', 'upaya', 'kemajuan', 'bangsa', 'indonesia', 'lebih', 'baik']","['pade', 'pernah', 'bilang', 'mau', 'tidak', 'mau', 'kita', 'harus', 'damping', 'corona', 'saat', 'itu', 'banyak', 'cemooh', 'saat', 'ini', 'kita', 'semua', 'tau', 'corona', 'masih', 'ada', 'tapi', 'kita', 'tidak', 'lagi', 'sembunyi', 'kita', 'tetap', 'beraktifitas', 'kita', 'tetap', 'juang', 'cari', 'rezeki', 'tentu', 'protokol', 'sehat', 'indonesia', 'bukan', 'bangsa', 'takut', 'ayo', 'kita', 'bangkit', 'gerak', 'semua', 'mesin', 'ekonomi', 'gera', 'semua', 'upaya', 'maju', 'bangsa', 'indonesia', 'lebih', 'baik']","['pade', 'pernah', 'bilang', 'mau', 'tidak', 'mau', 'kita', 'harus', 'damping', 'corona', 'saat', 'itu', 'banyak', 'cemooh', 'saat', 'ini', 'kita', 'semua', 'tau', 'corona', 'masih', 'ada', 'tapi', 'kita', 'tidak', 'lagi', 'sembunyi', 'kita', 'tetap', 'beraktifitas', 'kita', 'tetap', 'juang', 'cari', 'rezeki', 'tentu', 'protokol', 'sehat', 'indonesia', 'bukan', 'bangsa', 'takut', 'ayo', 'kita', 'bangkit', 'gerak', 'semua', 'mesin', 'ekonomi', 'gera', 'semua', 'upaya', 'maju', 'bangsa', 'indonesia', 'lebih', 'baik']",-26,0
Emasnya mana . .,Emasnya mana,emasnya mana,emasnya mana,emasnya mana,"['emasnya', 'mana']","['emas', 'mana']","['emas', 'mana']",0,1
